"idhod","hodnota","stapro_kod","typezar_cis","typezar_kod","pnet_cis","pnet_kod","pocdospvdom_cis","pocdospvdom_kod","pocdetivdom_cis","pocdetivdom_kod","velskupobce_cis","velskupobce_kod","kvartilcpdom_cis","kvartilcpdom_kod","rok","uzemi_cis","uzemi_kod","uzemi_txt","stapro_txt","typezar_txt","pnet_text","pocdospvdom_txt","pocdetivdom_txt","velskupobce_txt","kvartilcpdom_txt"
"916839341","76.4","7638","182","22",,,"7700","400001600002000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"1","1 a více",,
"916839503","27.8","7638","182","22",,,,,,,,,"7700","400000610025000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"první (nejnižší) kvartil"
"916839578","89.9","7638","182","22",,,,,,,,,"7700","410075620100000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"čtvrtý (nejvyšší) kvartil"
"916839662","23.7","7638","182","23",,,"7700","400002600003000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","0",,
"916838736","53.4","7638","182","23",,,,,,,,,"7700","410075620100000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"čtvrtý (nejvyšší) kvartil"
"916835750","52.1","7638","182","20",,,"7700","400003799999000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","1 a více",,
"916839180","46.5","7638","182","20",,,,,,,,,"7700","410050610075000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"třetí kvartil"
"916839198","55.9","7638","182","22",,,,,"7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,"0",,
"916839335","84","7638","182","22",,,,,"7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,"1 a více",,
"916839732","54.3","7638","182","23",,,,,"7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"1 a více",,
"916838652","10.1","7638","182","23",,,,,,,,,"7700","400000610025000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"první (nejnižší) kvartil"
"916839111","32.1","7638","182","20",,,,,,,,,"7700","410025610050000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"druhý kvartil"
"916835614","17","7638","182","20",,,"7700","400001600002000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","0",,
"916839491","62","7638","182","22",,,,,,,"7700","441000645000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"10000 – 49999",
"916835547","37.5","7638","182","20",,,,,,,,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,
"916835620","35.1","7638","182","20",,,"7700","400002600003000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","0",,
"916839584","32","7638","182","23",,,,,,,,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,
"916839656","12.4","7638","182","23",,,"7700","400001600002000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","0",,
"916839808","55.5","7638","182","23",,,"7700","400003799999000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","1 a více",,
"916839814","30.1","7638","182","23",,,,,,,"7700","399999632000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"do 1999",
"916838646","34.5","7638","182","23",,,,,,,"7700","445000799999000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"50000 a více",
"916835696","42","7638","182","20",,,"7700","400002600003000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","1 a více",,
"916839099","37.3","7638","182","20",,,,,,,"7700","445000799999000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"50000 a více",
"916839590","24","7638","182","23",,,,,"7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"0",,
"916839668","40.1","7638","182","23",,,"7700","400003799999000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","0",,
"916839744","55.3","7638","182","23",,,"7700","400002600003000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","1 a více",,
"916835626","61","7638","182","20",,,"7700","400003799999000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","0",,
"916838658","24.6","7638","182","23",,,,,,,,,"7700","410025610050000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"druhý kvartil"
"916835762","38.4","7638","182","20",,,,,,,"7700","432000641000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"2000 – 9999",
"916839093","35.2","7638","182","20",,,,,,,"7700","441000645000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"10000 – 49999",
"916839347","82.9","7638","182","22",,,"7700","400002600003000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","1 a více",,
"916839415","90.7","7638","182","22",,,"7700","400003799999000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","1 a více",,
"916839509","55.5","7638","182","22",,,,,,,,,"7700","410025610050000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"druhý kvartil"
"916838730","39.9","7638","182","23",,,,,,,,,"7700","410050610075000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"třetí kvartil"
"916835756","39","7638","182","20",,,,,,,"7700","399999632000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"do 1999",
"916839427","62","7638","182","22",,,,,,,"7700","432000641000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"2000 – 9999",
"916839738","43.2","7638","182","23",,,"7700","400001600002000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","1 a více",,
"916839820","30.4","7638","182","23",,,,,,,"7700","432000641000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"2000 – 9999",
"916838640","32.4","7638","182","23",,,,,,,"7700","441000645000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"10000 – 49999",
"916839421","63.3","7638","182","22",,,,,,,"7700","399999632000000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"do 1999",
"916839497","65.2","7638","182","22",,,,,,,"7700","445000799999000",,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"50000 a více",
"916835684","43.5","7638","182","20",,,,,"7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,"1 a více",,
"916835690","33","7638","182","20",,,"7700","400001600002000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","1 a více",,
"916839186","54.6","7638","182","20",,,,,,,,,"7700","410075620100000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916839265","55.8","7638","182","22",,,"7700","400002600003000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","0",,
"916839271","81.2","7638","182","22",,,"7700","400003799999000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","0",,
"916839572","80","7638","182","22",,,,,,,,,"7700","410050610075000","2020","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"třetí kvartil"
"916838065","98.6","7640",,,,,"7700","400002600003000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","1 a více",,
"916836647","81","7640",,,"5725","02",,,,,"7700","399999632000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"do 1999",
"916837272","99.2","7640",,,,,,,,,,,"7700","410075620100000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"čtvrtý (nejvyšší) kvartil"
"916837897","96.9","7640",,,,,"7700","400003799999000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","0",,
"916837055","99.2","7640",,,"5725","02",,,,,,,"7700","410075620100000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"čtvrtý (nejvyšší) kvartil"
"916837698","75.6","7640",,,,,,,"7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,"0",,
"916837989","97.1","7640",,,,,"7700","400001600002000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","1 a více",,
"916836824","82.1","7640",,,"5725","02",,,,,"7700","445000799999000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"50000 a více",
"916838171","82","7640",,,,,,,,,"7700","432000641000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"2000 – 9999",
"916837042","96.6","7640",,,"5725","02",,,,,,,"7700","410050610075000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"třetí kvartil"
"916836519","81.5","7640",,,,,,,,,"7700","441000645000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"10000 – 49999",
"916836606","50.3","7640",,,,,,,,,,,"7700","400000610025000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"první (nejnižší) kvartil"
"916837857","81.7","7640",,,"5725","02",,,,,,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837932","75.6","7640",,,"5725","02",,,"7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"0",,
"916836927","50.3","7640",,,"5725","02",,,,,,,"7700","400000610025000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"první (nejnižší) kvartil"
"916838158","81","7640",,,,,,,,,"7700","399999632000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"do 1999",
"916836532","82.1","7640",,,,,,,,,"7700","445000799999000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"50000 a více",
"916837603","81.7","7640",,,,,,,,,,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916838080","99.1","7640",,,,,"7700","400003799999000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","1 a více",,
"916836940","80.5","7640",,,"5725","02",,,,,,,"7700","410025610050000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"druhý kvartil"
"916836619","80.5","7640",,,,,,,,,,,"7700","410025610050000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"druhý kvartil"
"916837713","57.8","7640",,,,,"7700","400001600002000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","0",,
"916837810","77.1","7640",,,,,"7700","400002600003000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","0",,
"916838100","98.5","7640",,,"5725","02",,,"7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"1 a více",,
"916837912","98.5","7640",,,,,,,"7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,"1 a více",,
"916836708","82","7640",,,"5725","02",,,,,"7700","432000641000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"2000 – 9999",
"916836721","81.5","7640",,,"5725","02",,,,,"7700","441000645000000",,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"10000 – 49999",
"916836632","96.6","7640",,,,,,,,,,,"7700","410050610075000","2020","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"třetí kvartil"
"916838003","57.8","7640",,,"5725","02","7700","400001600002000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","1","0",,
"916836545","97.1","7640",,,"5725","02","7700","400001600002000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","1","1 a více",,
"916838019","96.9","7640",,,"5725","02","7700","400003799999000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","3 a více","0",,
"916838011","77.1","7640",,,"5725","02","7700","400002600003000","7700","400000600001000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","2","0",,
"916836634","99.1","7640",,,"5725","02","7700","400003799999000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","3 a více","1 a více",,
"916836553","98.6","7640",,,"5725","02","7700","400002600003000","7700","400001799999000",,,,,"2020","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","2","1 a více",,
"916836590","59.1","7638","183","3",,,,,,,,,"7700","410025610050000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"druhý kvartil"
"916837782","88.4","7638","183","3",,,"7700","400001600002000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","1 a více",,
"916838132","78.7","7638","183","3",,,,,,,"7700","445000799999000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"50000 a více",
"916837342","51.2","7638","183","3",,,"7700","400001600002000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","0",,
"916837889","94.3","7638","183","3",,,"7700","400003799999000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","1 a více",,
"916837797","97.4","7638","183","3",,,"7700","400002600003000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","1 a více",,
"916836603","86.9","7638","183","3",,,,,,,,,"7700","410050610075000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"třetí kvartil"
"916837980","75","7638","183","3",,,,,,,"7700","432000641000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"2000 – 9999",
"916838145","38.3","7638","183","3",,,,,,,,,"7700","400000610025000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"první (nejnižší) kvartil"
"916836691","97.6","7638","183","3",,,,,,,,,"7700","410075620100000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916837230","68.4","7638","183","3",,,,,"7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"0",,
"916837569","93","7638","183","3",,,"7700","400003799999000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","0",,
"916837967","72.3","7638","183","3",,,,,,,"7700","399999632000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"do 1999",
"916837460","67.5","7638","183","3",,,"7700","400002600003000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","0",,
"916838054","75.5","7638","183","3",,,,,,,"7700","441000645000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"10000 – 49999",
"916837215","75.6","7638","183","3",,,,,,,,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837681","94.6","7638","183","3",,,,,"7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"1 a více",,
"916837674","70.7","7638","182","36",,,"7700","400003799999000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","0",,
"916837944","76.5","7638","182","36",,,"7700","400003799999000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","1 a více",,
"916836662","78.4","7638","182","36",,,,,,,,,"7700","410075620100000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"čtvrtý (nejvyšší) kvartil"
"916837870","71","7638","182","36",,,"7700","400002600003000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","1 a více",,
"916836568","31.5","7638","182","36",,,,,,,,,"7700","410025610050000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"druhý kvartil"
"916837542","42.3","7638","182","36",,,,,"7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"0",,
"916837771","73.6","7638","182","36",,,,,"7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"1 a více",,
"916837955","49.1","7638","182","36",,,,,,,"7700","399999632000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"do 1999",
"916838114","52.5","7638","182","36",,,,,,,"7700","445000799999000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"50000 a více",
"916837859","55.1","7638","182","36",,,"7700","400001600002000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","1 a více",,
"916838027","51.9","7638","182","36",,,,,,,"7700","432000641000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"2000 – 9999",
"916837553","25.9","7638","182","36",,,"7700","400001600002000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","0",,
"916838125","17.2","7638","182","36",,,,,,,,,"7700","400000610025000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"první (nejnižší) kvartil"
"916837439","50.9","7638","182","36",,,,,,,,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837663","39.4","7638","182","36",,,"7700","400002600003000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","0",,
"916838038","50.4","7638","182","36",,,,,,,"7700","441000645000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"10000 – 49999",
"916836579","54.4","7638","182","36",,,,,,,,,"7700","410050610075000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"třetí kvartil"
"916835549","35.6","7638","182","20",,,,,"7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,"0",,
"916839101","19.5","7638","182","20",,,,,,,,,"7700","400000610025000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"první (nejnižší) kvartil"
"916839188","54.8","7638","182","22",,,,,,,,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,
"916839255","33.8","7638","182","22",,,"7700","400001600002000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"1","0",,
"916839337","61.8","7638","182","22",,,"7700","400001600002000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"1","1 a více",,
"916839499","26.8","7638","182","22",,,,,,,,,"7700","400000610025000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"první (nejnižší) kvartil"
"916839574","87.7","7638","182","22",,,,,,,,,"7700","410075620100000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"čtvrtý (nejvyšší) kvartil"
"916839658","12","7638","182","23",,,"7700","400002600003000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","0",,
"916838732","40.6","7638","182","23",,,,,,,,,"7700","410075620100000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"čtvrtý (nejvyšší) kvartil"
"916835746","58.6","7638","182","20",,,"7700","400003799999000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","1 a více",,
"916839194","47.5","7638","182","22",,,,,"7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,"0",,
"916839728","36.5","7638","182","23",,,,,"7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"1 a více",,
"916838648","6.8","7638","182","23",,,,,,,,,"7700","400000610025000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"první (nejnižší) kvartil"
"916839107","34.8","7638","182","20",,,,,,,,,"7700","410025610050000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"druhý kvartil"
"916835555","19.2","7638","182","20",,,"7700","400001600002000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","0",,
"916839429","57.5","7638","182","22",,,,,,,"7700","441000645000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"10000 – 49999",
"916835616","35.3","7638","182","20",,,"7700","400002600003000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","0",,
"916839580","20.2","7638","182","23",,,,,,,,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,
"916839652","7.4","7638","182","23",,,"7700","400001600002000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","0",,
"916839804","39.6","7638","182","23",,,"7700","400003799999000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","1 a více",,
"916839810","20.1","7638","182","23",,,,,,,"7700","399999632000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"do 1999",
"916838642","21.8","7638","182","23",,,,,,,"7700","445000799999000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"50000 a více",
"916835692","46.4","7638","182","20",,,"7700","400002600003000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","1 a více",,
"916839095","44.1","7638","182","20",,,,,,,"7700","445000799999000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"50000 a více",
"916839586","14.1","7638","182","23",,,,,"7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"0",,
"916839664","27.3","7638","182","23",,,"7700","400003799999000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","0",,
"916839740","32.8","7638","182","23",,,"7700","400002600003000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","1 a více",,
"916835622","57.7","7638","182","20",,,"7700","400003799999000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","0",,
"916838654","11.9","7638","182","23",,,,,,,,,"7700","410025610050000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"druhý kvartil"
"916835758","39.8","7638","182","20",,,,,,,"7700","432000641000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"2000 – 9999",
"916835764","35.3","7638","182","20",,,,,,,"7700","441000645000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"10000 – 49999",
"916839343","70.9","7638","182","22",,,"7700","400002600003000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","1 a více",,
"916839411","76.5","7638","182","22",,,"7700","400003799999000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","1 a více",,
"916839505","44.4","7638","182","22",,,,,,,,,"7700","410025610050000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"druhý kvartil"
"916835752","40.3","7638","182","20",,,,,,,"7700","399999632000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"do 1999",
"916839423","54.1","7638","182","22",,,,,,,"7700","432000641000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"2000 – 9999",
"916839734","17.4","7638","182","23",,,"7700","400001600002000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","1 a více",,
"916839816","21.1","7638","182","23",,,,,,,"7700","432000641000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"2000 – 9999",
"916839822","17.1","7638","182","23",,,,,,,"7700","441000645000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"10000 – 49999",
"916839417","53.8","7638","182","22",,,,,,,"7700","399999632000000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"do 1999",
"916839493","54.3","7638","182","22",,,,,,,"7700","445000799999000",,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"50000 a více",
"916835686","19.6","7638","182","20",,,"7700","400001600002000","7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","1 a více",,
"916839182","60.8","7638","182","20",,,,,,,,,"7700","410075620100000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916839261","42.5","7638","182","22",,,"7700","400002600003000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","0",,
"916839267","76.1","7638","182","22",,,"7700","400003799999000","7700","400000600001000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","0",,
"916839568","68.9","7638","182","22",,,,,,,,,"7700","410050610075000","2016","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"třetí kvartil"
"916835680","53.2","7638","182","20",,,,,"7700","400001799999000",,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,"1 a více",,
"916835543","40.4","7638","182","20",,,,,,,,,,,"2016","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,
