"idhod","hodnota","stapro_kod","typezar_cis","typezar_kod","pnet_cis","pnet_kod","pocdospvdom_cis","pocdospvdom_kod","pocdetivdom_cis","pocdetivdom_kod","velskupobce_cis","velskupobce_kod","kvartilcpdom_cis","kvartilcpdom_kod","rok","uzemi_cis","uzemi_kod","uzemi_txt","stapro_txt","typezar_txt","pnet_text","pocdospvdom_txt","pocdetivdom_txt","velskupobce_txt","kvartilcpdom_txt"
"916837214","73.1","7638","183","3",,,,,,,,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837680","93.8","7638","183","3",,,,,"7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"1 a více",,
"916837673","71","7638","182","36",,,"7700","400003799999000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","0",,
"916837943","71.8","7638","182","36",,,"7700","400003799999000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","1 a více",,
"916836661","76.6","7638","182","36",,,,,,,,,"7700","410075620100000","2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"čtvrtý (nejvyšší) kvartil"
"916837869","67.6","7638","182","36",,,"7700","400002600003000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","1 a více",,
"916836567","28.6","7638","182","36",,,,,,,,,"7700","410025610050000","2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"druhý kvartil"
"916837449","39.7","7638","182","36",,,,,"7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"0",,
"916837770","68.4","7638","182","36",,,,,"7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"1 a více",,
"916837954","46.9","7638","182","36",,,,,,,"7700","399999632000000",,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"do 1999",
"916838113","50.7","7638","182","36",,,,,,,"7700","445000799999000",,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"50000 a více",
"916837781","44.2","7638","182","36",,,"7700","400001600002000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","1 a více",,
"916838026","45.5","7638","182","36",,,,,,,"7700","432000641000000",,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"2000 – 9999",
"916837552","21.4","7638","182","36",,,"7700","400001600002000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","0",,
"916837438","47.7","7638","182","36",,,,,,,,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837662","35.7","7638","182","36",,,"7700","400002600003000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","0",,
"916838037","46.8","7638","182","36",,,,,,,"7700","441000645000000",,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"10000 – 49999",
"916836578","53.4","7638","182","36",,,,,,,,,"7700","410050610075000","2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"třetí kvartil"
"916837888","93.8","7638","183","3",,,"7700","400003799999000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","1 a více",,
"916838124","13.5","7638","182","36",,,,,,,,,"7700","400000610025000","2015","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"první (nejnižší) kvartil"
"916837999","95.5","7640",,,,,"7700","400002600003000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","1 a více",,
"916836642","67.2","7640",,,"5725","02",,,,,"7700","399999632000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"do 1999",
"916837267","96.8","7640",,,,,,,,,,,"7700","410075620100000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"čtvrtý (nejvyšší) kvartil"
"916837820","91","7640",,,,,"7700","400003799999000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","0",,
"916837050","94.6","7640",,,"5725","02",,,,,,,"7700","410075620100000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"čtvrtý (nejvyšší) kvartil"
"916837613","65.2","7640",,,,,,,"7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,"0",,
"916837984","87.2","7640",,,,,"7700","400001600002000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","1 a více",,
"916836819","74.4","7640",,,"5725","02",,,,,"7700","445000799999000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"50000 a více",
"916838166","71.8","7640",,,,,,,,,"7700","432000641000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"2000 – 9999",
"916836948","82.2","7640",,,"5725","02",,,,,,,"7700","410050610075000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"třetí kvartil"
"916836540","33.8","7640",,,,,,,,,,,"7700","400000610025000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"první (nejnižší) kvartil"
"916837852","70.3","7640",,,"5725","02",,,,,,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837927","62.6","7640",,,"5725","02",,,"7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"0",,
"916836832","31.9","7640",,,"5725","02",,,,,,,"7700","400000610025000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"první (nejnižší) kvartil"
"916838153","71.6","7640",,,,,,,,,"7700","399999632000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"do 1999",
"916836527","76.1","7640",,,,,,,,,"7700","445000799999000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"50000 a více",
"916837598","73.1","7640",,,,,,,,,,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916838075","93.5","7640",,,,,"7700","400003799999000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","1 a více",,
"916836935","53.9","7640",,,"5725","02",,,,,,,"7700","410025610050000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"druhý kvartil"
"916836614","57.2","7640",,,,,,,,,,,"7700","410025610050000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"druhý kvartil"
"916837708","44.4","7640",,,,,"7700","400001600002000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","0",,
"916837805","65.7","7640",,,,,"7700","400002600003000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","0",,
"916838095","90.4","7640",,,"5725","02",,,"7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"1 a více",,
"916837907","93.6","7640",,,,,,,"7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,"1 a více",,
"916836703","69.4","7640",,,"5725","02",,,,,"7700","432000641000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"2000 – 9999",
"916836716","69","7640",,,"5725","02",,,,,"7700","441000645000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"10000 – 49999",
"916836627","85.8","7640",,,,,,,,,,,"7700","410050610075000","2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"třetí kvartil"
"916837935","43.2","7640",,,"5725","02","7700","400001600002000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","1","0",,
"916838103","85.1","7640",,,"5725","02","7700","400001600002000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","1","1 a více",,
"916838014","87.7","7640",,,"5725","02","7700","400003799999000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","3 a více","0",,
"916838006","62.6","7640",,,"5725","02","7700","400002600003000","7700","400000600001000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","2","0",,
"916836556","90.5","7640",,,"5725","02","7700","400003799999000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","3 a více","1 a více",,
"916836548","91.1","7640",,,"5725","02","7700","400002600003000","7700","400001799999000",,,,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení","2","1 a více",,
"916838179","71.6","7640",,,,,,,,,"7700","441000645000000",,,"2015","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"10000 – 49999",
"916836593","73","7638","183","3",,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"druhý kvartil"
"916837785","77.5","7638","183","3",,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","1 a více",,
"916838135","81.2","7638","183","3",,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"50000 a více",
"916837345","55.9","7638","183","3",,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"1","0",,
"916837892","94.3","7638","183","3",,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","1 a více",,
"916837877","96.1","7638","183","3",,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","1 a více",,
"916836681","93.4","7638","183","3",,,,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"třetí kvartil"
"916838044","77.8","7638","183","3",,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"2000 – 9999",
"916838148","46.3","7638","183","3",,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"první (nejnižší) kvartil"
"916836694","98.6","7638","183","3",,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916837330","71.9","7638","183","3",,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"0",,
"916837572","95.2","7638","183","3",,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"3 a více","0",,
"916837970","74.5","7638","183","3",,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"do 1999",
"916838057","77.2","7638","183","3",,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,"10000 – 49999",
"916837218","77.9","7638","183","3",,,,,,,,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837684","94.2","7638","183","3",,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,,"1 a více",,
"916837763","83.7","7638","182","36",,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","0",,
"916837947","79","7638","182","36",,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"3 a více","1 a více",,
"916836665","88.5","7638","182","36",,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"čtvrtý (nejvyšší) kvartil"
"916837873","85","7638","182","36",,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","1 a více",,
"916836571","55.8","7638","182","36",,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"druhý kvartil"
"916837545","56.9","7638","182","36",,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"0",,
"916837774","81.8","7638","182","36",,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,"1 a více",,
"916837958","61","7638","182","36",,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"do 1999",
"916838117","67.7","7638","182","36",,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"50000 a více",
"916837862","61.7","7638","182","36",,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","1 a více",,
"916838030","63.4","7638","182","36",,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"2000 – 9999",
"916837556","39.8","7638","182","36",,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"1","0",,
"916838128","30.5","7638","182","36",,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"první (nejnižší) kvartil"
"916837442","63.5","7638","182","36",,,,,,,,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837666","56.5","7638","182","36",,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,"2","0",,
"916838041","60.7","7638","182","36",,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,"10000 – 49999",
"916836582","79.2","7638","182","36",,,,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Wi-Fi router",,,,,"třetí kvartil"
"916838735","55","7638","182","23",,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"čtvrtý (nejvyšší) kvartil"
"916835761","36.1","7638","182","20",,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"2000 – 9999",
"916838729","38.8","7638","182","23",,,,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"třetí kvartil"
"916839737","39.3","7638","182","23",,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","1 a více",,
"916837463","72.4","7638","183","3",,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Osobní počítač",,"2","0",,
"916835552","33","7638","182","20",,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,"0",,
"916835546","34.9","7638","182","20",,,,,,,,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,
"916839104","17.9","7638","182","20",,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"první (nejnižší) kvartil"
"916839110","29.3","7638","182","20",,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"druhý kvartil"
"916839098","38.4","7638","182","20",,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"50000 a více",
"916839092","31.6","7638","182","20",,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"10000 – 49999",
"916839191","61.9","7638","182","22",,,,,,,,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,
"916839179","40.3","7638","182","20",,,,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"třetí kvartil"
"916839197","54.6","7638","182","22",,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,"0",,
"916839258","40.1","7638","182","22",,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"1","0",,
"916839340","56.5","7638","182","22",,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"1","1 a více",,
"916839334","82.2","7638","182","22",,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,"1 a více",,
"916839346","83.4","7638","182","22",,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","1 a více",,
"916839502","28.1","7638","182","22",,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"první (nejnižší) kvartil"
"916839508","52","7638","182","22",,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"druhý kvartil"
"916839577","91.4","7638","182","22",,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"čtvrtý (nejvyšší) kvartil"
"916839583","31.3","7638","182","23",,,,,,,,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,
"916839589","23.7","7638","182","23",,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"0",,
"916839661","21.4","7638","182","23",,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","0",,
"916839655","12.9","7638","182","23",,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"1","0",,
"916835749","47","7638","182","20",,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","1 a více",,
"916835755","32.4","7638","182","20",,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,"do 1999",
"916839731","52.1","7638","182","23",,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,"1 a více",,
"916839743","55.3","7638","182","23",,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"2","1 a více",,
"916838651","10.6","7638","182","23",,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"první (nejnižší) kvartil"
"916838645","38.9","7638","182","23",,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"50000 a více",
"916838657","20.6","7638","182","23",,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,,"druhý kvartil"
"916835613","19.5","7638","182","20",,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","0",,
"916835619","33.5","7638","182","20",,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","0",,
"916835625","52.7","7638","182","20",,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"3 a více","0",,
"916839490","57.1","7638","182","22",,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"10000 – 49999",
"916839807","47.1","7638","182","23",,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","1 a více",,
"916839813","27.6","7638","182","23",,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"do 1999",
"916835695","39.9","7638","182","20",,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"2","1 a více",,
"916839667","45.3","7638","182","23",,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,"3 a více","0",,
"916839414","86.7","7638","182","22",,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","1 a více",,
"916839426","61.7","7638","182","22",,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"2000 – 9999",
"916839819","28.4","7638","182","23",,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"2000 – 9999",
"916838639","27.6","7638","182","23",,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Tablet",,,,"10000 – 49999",
"916839420","60.5","7638","182","22",,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"do 1999",
"916839496","66.5","7638","182","22",,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,"50000 a více",
"916835689","19.9","7638","182","20",,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,"1","1 a více",,
"916839185","52","7638","182","20",,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,,,"čtvrtý (nejvyšší) kvartil"
"916839264","51.3","7638","182","22",,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"2","0",,
"916839270","84.1","7638","182","22",,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,"3 a více","0",,
"916839571","76.3","7638","182","22",,,,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností majících elektronické zařízení","Notebook (laptop)",,,,,"třetí kvartil"
"916835683","40.1","7638","182","20",,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností majících elektronické zařízení","Stolní počítač",,,"1 a více",,
"916838064","98.3","7640",,,,,"7700","400002600003000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","1 a více",,
"916836646","78.2","7640",,,"5725","02",,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"do 1999",
"916837271","99.4","7640",,,,,,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"čtvrtý (nejvyšší) kvartil"
"916837896","96.6","7640",,,,,"7700","400003799999000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","0",,
"916837054","99.4","7640",,,"5725","02",,,,,,,"7700","410075620100000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"čtvrtý (nejvyšší) kvartil"
"916837697","75.3","7640",,,,,,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,"0",,
"916837988","92.9","7640",,,,,"7700","400001600002000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","1 a více",,
"916836823","83.3","7640",,,"5725","02",,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,"50000 a více",
"916838170","80.9","7640",,,,,,,,,"7700","432000641000000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"2000 – 9999",
"916837041","96.6","7640",,,"5725","02",,,,,,,"7700","410050610075000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"třetí kvartil"
"916836518","81.8","7640",,,,,,,,,"7700","441000645000000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"10000 – 49999",
"916836605","50.8","7640",,,,,,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"první (nejnižší) kvartil"
"916837856","81.1","7640",,,"5725","02",,,,,,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837931","75.3","7640",,,"5725","02",,,"7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"0",,
"916836836","50.8","7640",,,"5725","02",,,,,,,"7700","400000610025000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"první (nejnižší) kvartil"
"916838157","78.2","7640",,,,,,,,,"7700","399999632000000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"do 1999",
"916836531","83.3","7640",,,,,,,,,"7700","445000799999000",,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,"50000 a více",
"916837602","81.1","7640",,,,,,,,,,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,
"916838079","95.7","7640",,,,,"7700","400003799999000","7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"3 a více","1 a více",,
"916836939","77.6","7640",,,"5725","02",,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,"druhý kvartil"
"916836618","77.6","7640",,,,,,,,,,,"7700","410025610050000","2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,,,"druhý kvartil"
"916837712","60.1","7640",,,,,"7700","400001600002000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"1","0",,
"916837809","76.1","7640",,,,,"7700","400002600003000","7700","400000600001000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,"2","0",,
"916838099","97.2","7640",,,"5725","02",,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,"1 a více",,
"916837911","97.2","7640",,,,,,,"7700","400001799999000",,,,,"2019","97","19","Česká republika","Domácností s přístupem k internetu",,,,"1 a více",,
